,country,designation,points,price,province,region_1,region_2,variety,winery
442,Spain,Crianza,points_87,price_15.0,Northern Spain,region_1_Ribera del Duero,region_2_nan,Tempranillo,Condado de Oriza
443,Spain,Premium,points_87,price_16.0,Andalucia,region_1_Manzanilla-Sanlúcar de Barrameda,region_2_nan,Sherry,Delgado Zuleta
444,Spain,Roble 4 Meses en Barrica,points_87,price_15.0,Northern Spain,region_1_Ribera del Duero,region_2_nan,Tempranillo Blend,Señorío de Sotillo
445,US,U50,points_87,price_38.0,Idaho,region_1_nan,region_2_nan,Tempranillo,Vale
446,Spain,Brunus,points_87,price_28.0,Catalonia,region_1_Montsant,region_2_nan,Red Blend,Portal del Montsant
447,Italy,Riserva,points_87,price_52.0,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,La Collina dei Lecci
448,Italy,Vigna Manapetra Riserva,points_87,price_58.0,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,Fattoria La Lecciaia
449,Italy,,points_87,price_60.0,Tuscany,region_1_Brunello di Montalcino,region_2_nan,Sangiovese,Ferrero
450,Portugal,Superior,points_86,price_15.0,Douro,region_1_nan,region_2_nan,Rosé,Colinas do Douro
451,Italy,Senza Solfiti Aggiunti,points_86,price_15.0,Veneto,region_1_Soave,region_2_nan,White Blend,Latium di Morini
452,US,Cannon Block,points_86,price_26.0,California,region_1_Knights Valley,region_2_Sonoma,Chardonnay,Lawer
453,US,,points_86,price_32.0,California,region_1_South Coast,region_2_South Coast,Syrah,Hawk Watch Winery
454,Portugal,Conde Vimioso Colheita Seleccionada,points_86,price_10.0,Tejo,region_1_nan,region_2_nan,Portuguese Red,Falua
455,Argentina,Alma Mora,points_86,price_10.0,Other,region_1_San Juan,region_2_nan,Sauvignon Blanc,Finca Las Moras
456,US,,points_86,price_18.0,California,region_1_California,region_2_California Other,Moscato,The Naked Grape
457,Portugal,Duas Quintas Branco,points_86,price_12.0,Douro,region_1_nan,region_2_nan,Portuguese White,Ramos-Pinto
458,US,Estate Grown Cabernet,points_86,price_35.0,Washington,region_1_Red Mountain,region_2_Columbia Valley,Rosé,Obelisco Estate
459,US,,points_86,price_34.0,California,region_1_Dry Creek Valley,region_2_Sonoma,Aglianico,Orsi Family Vineyards
460,Argentina,,points_86,price_23.0,Mendoza Province,region_1_Mendoza,region_2_nan,Malbec,Bota Box
461,South Africa,,points_86,price_20.0,Walker Bay,region_1_nan,region_2_nan,Sauvignon Blanc,Bouchard Finlayson
462,US,Porter and Plot,points_86,price_31.0,California,region_1_Napa Valley,region_2_Napa,Cabernet Sauvignon,Winc
463,US,,points_86,price_24.0,California,region_1_Paso Robles,region_2_Central Coast,Viognier,Cass
464,US,,points_86,price_12.0,Washington,region_1_Columbia Valley (WA),region_2_Columbia Valley,Merlot,Castle Rock
465,US,Reserve,points_86,price_18.0,California,region_1_Mendocino County,region_2_Mendocino/Lake Counties,Pinot Noir,Angeline
466,France,,points_86,price_10.0,Southwest France,region_1_Côtes de Gascogne,region_2_nan,White Blend,Domaine de Lamothe
467,Argentina,,points_86,price_15.0,Mendoza Province,region_1_Mendoza,region_2_nan,Malbec,Don Miguel Gascón
468,US,Estate Vineyard,points_86,price_24.0,California,region_1_Paso Robles,region_2_Central Coast,Chardonnay,Eberle
469,Argentina,,points_86,price_14.0,Mendoza Province,region_1_Mendoza,region_2_nan,Torrontés,Finca la Malena
470,US,,points_86,price_14.0,California,region_1_Santa Ynez Valley,region_2_Central Coast,Sauvignon Blanc,Firestone
471,Portugal,Portal da Vinha,points_86,price_15.0,Alentejano,region_1_nan,region_2_nan,Portuguese Red,Companhia das Quintas
472,US,Osborn Ranch,points_86,price_38.0,California,region_1_Alexander Valley,region_2_Sonoma,Primitivo,DeLorimier
473,Portugal,Cabriz,points_86,price_13.0,Dão,region_1_nan,region_2_nan,Touriga Nacional,Global Wines
474,US,,points_86,price_12.0,California,region_1_California,region_2_California Other,Pinot Noir,Guenoc
475,US,The Deep Six,points_86,price_32.0,California,region_1_South Coast,region_2_South Coast,Red Blend,Hawk Watch Winery
476,France,,points_86,price_15.0,Southwest France,region_1_Bergerac Sec,region_2_nan,Semillon-Sauvignon Blanc,Lionel Osmin & Cie
477,US,,points_86,price_28.0,California,region_1_Dry Creek Valley,region_2_Sonoma,Barbera,Orsi Family Vineyards
478,Portugal,Oculto,points_86,price_nan,Tejo,region_1_nan,region_2_nan,Portuguese Red,Quinta do Arrobe
479,Portugal,,points_86,price_30.0,Douro,region_1_nan,region_2_nan,Portuguese Rosé,Quinta Nova de Nossa Senhora do Carmo
480,US,Charles Vineyard Clone O5,points_89,price_49.0,California,region_1_Anderson Valley,region_2_Mendocino/Lake Counties,Pinot Noir,Foursight
481,Greece,,points_89,price_17.0,Nemea,region_1_nan,region_2_nan,Agiorgitiko,Boutari
482,France,Bastide de Beauvert,points_89,price_11.0,Rhône Valley,region_1_Côtes du Rhône,region_2_nan,Grenache-Syrah,Les Vignobles Foncalieu
483,Italy,Montesodi,points_89,price_43.0,Tuscany,region_1_Toscana,region_2_nan,Sangiovese,Marchesi de' Frescobaldi
484,France,Les Gravels,points_89,price_19.0,Southwest France,region_1_Gaillac,region_2_nan,Red Blend,Domaine Rotier
485,France,Les Gravels,points_89,price_28.0,Southwest France,region_1_Gaillac,region_2_nan,White Blend,Domaine Rotier
486,Germany,Wehlener Sonnenuhr Kabinett,points_89,price_26.0,Mosel,region_1_nan,region_2_nan,Riesling,Dr. Pauly Bergweiler
487,Italy,Cuvée du Prince Metodo Classico,points_89,price_nan,Italy Other,region_1_Vino Spumante,region_2_nan,Prié Blanc,Cave du Vin Blanc de Morgex et de la Salle
488,US,,points_89,price_35.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Chardonnay,Aubichon Cellars
489,US,Cheval Rouge Reserve,points_89,price_30.0,California,region_1_Carmel Valley,region_2_Central Coast,Bordeaux-style Red Blend,Boëté
490,Italy,Coniale,points_89,price_55.0,Tuscany,region_1_Toscana,region_2_nan,Cabernet Sauvignon,Castellare di Castellina
491,France,La Guillotte,points_89,price_nan,Southwest France,region_1_Fronton,region_2_nan,Negrette,Château Bouissel
492,US,Nicholas Estate Reserve,points_89,price_46.0,Oregon,region_1_Chehalem Mountains,region_2_Willamette Valley,Pinot Noir,Anam Cara
493,US,,points_89,price_50.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Noir,Carden
494,US,Fourplay,points_89,price_43.0,California,region_1_Santa Ynez Valley,region_2_Central Coast,Red Blend,Carhartt Vineyard
495,Portugal,,points_89,price_45.0,Duriense,region_1_nan,region_2_nan,Syrah,Quinta da Romaneira
496,US,Thompson Vineyard,points_89,price_39.0,California,region_1_Santa Barbara County,region_2_Central Coast,Syrah,Rideau
497,Italy,Daniello,points_89,price_30.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,Tenuta di Trecciano
498,Italy,Il Tarabuso,points_89,price_45.0,Tuscany,region_1_Toscana,region_2_nan,Cabernet Sauvignon,Terre del Marchesato
499,Spain,,points_89,price_23.0,Catalonia,region_1_Priorat,region_2_nan,Red Blend,Vega Escal
500,France,Belleruche,points_89,price_15.0,Rhône Valley,region_1_Côtes du Rhône,region_2_nan,Grenache-Syrah,M. Chapoutier
501,US,Paderewski Vineyard,points_89,price_65.0,California,region_1_Paso Robles,region_2_Central Coast,Zinfandel,Epoch Estate Wines
502,Chile,Fina Reserva Ensamblaje Cabernet Sauvignon-Malbec-Syrah,points_89,price_19.0,Colchagua Valley,region_1_nan,region_2_nan,Red Blend,Estampa
503,US,,points_89,price_35.0,Oregon,region_1_Rogue Valley,region_2_Southern Oregon,Syrah,Ledger David
504,US,Martinelli,points_89,price_60.0,California,region_1_Paso Robles,region_2_Central Coast,Zinfandel,Lone Madrone
505,US,Momtazi Vineyard,points_89,price_44.0,Oregon,region_1_McMinnville,region_2_Willamette Valley,Pinot Noir,Kelley Fox
506,Spain,Val do Salnés,points_89,price_25.0,Galicia,region_1_Rías Baixas,region_2_nan,Albariño,Mar de Frades
507,Italy,Carmione,points_89,price_30.0,Tuscany,region_1_Toscana,region_2_nan,Red Blend,Pratesi
508,Spain,,points_89,price_12.0,Northern Spain,region_1_Ribera del Duero,region_2_nan,Tempranillo,Maitea
509,Spain,Brut,points_89,price_18.0,Catalonia,region_1_Cava,region_2_nan,Sparkling Blend,Castellroig
510,US,Dutton Ranch Mill Station Vineyard,points_92,price_30.0,California,region_1_Green Valley,region_2_Sonoma,Chardonnay,Martin Ray
511,France,Brandluft Vieilles Vignes,points_92,price_nan,Alsace,region_1_Alsace,region_2_nan,Riesling,Boeckel
512,Portugal,Vinhas Velhas Grande Reserva,points_92,price_23.0,Douro,region_1_nan,region_2_nan,Portuguese Red,Castello d'Alba
513,US,Black Chicken,points_92,price_45.0,California,region_1_Napa Valley,region_2_Napa,Zinfandel,Robert Biale
514,US,Cambium,points_92,price_125.0,California,region_1_Napa Valley,region_2_Napa,Bordeaux-style Red Blend,Sequoia Grove
515,US,,points_92,price_98.0,California,region_1_Atlas Peak,region_2_Napa,Cabernet Sauvignon,VinRoc
516,US,Fergalicious,points_92,price_40.0,California,region_1_Santa Ynez Valley,region_2_Central Coast,Red Blend,Ferguson Crest
517,Canada,Cave Spring Vineyard Estate Bottled VQA,points_92,price_17.0,Ontario,region_1_Beamsville Bench,region_2_nan,Riesling,Cave Spring
518,US,Loner W11-B,points_92,price_60.0,California,region_1_Santa Maria Valley,region_2_Central Coast,Chardonnay,Sanguis
519,Portugal,,points_92,price_70.0,Douro,region_1_nan,region_2_nan,Portuguese Red,Quinta da Romaneira
520,US,Hyde Vineyard,points_92,price_68.0,California,region_1_Carneros,region_2_Napa-Sonoma,Chardonnay,Ram's Gate
521,Portugal,Vinha Pan,points_92,price_40.0,Beiras,region_1_nan,region_2_nan,Baga,Luis Pato
522,US,Conner Lee,points_92,price_32.0,Washington,region_1_Columbia Valley (WA),region_2_Columbia Valley,Chardonnay,Array
523,US,White Hawk Vineyard,points_92,price_45.0,California,region_1_Santa Barbara County,region_2_Central Coast,Syrah,Vie Winery
524,US,Celilo Vineyard,points_92,price_66.0,Washington,region_1_Columbia Gorge (WA),region_2_Washington Other,Chardonnay,Woodward Canyon
525,France,Bruderbach Clos des Frères,points_92,price_29.0,Alsace,region_1_Alsace,region_2_nan,Riesling,Domaine Loew
526,France,Jubiléé,points_92,price_63.0,Alsace,region_1_Alsace,region_2_nan,Riesling,Hugel
527,US,Melville Vineyard,points_92,price_32.0,California,region_1_Sta. Rita Hills,region_2_Central Coast,Chardonnay,Lafond
528,US,Quail Hill Vineyard,points_92,price_55.0,California,region_1_Russian River Valley,region_2_Sonoma,Chardonnay,Lynmar
529,Hungary,,points_92,price_16.0,Tokaji,region_1_nan,region_2_nan,Furmint,Royal Tokaji
530,Italy,Canova,points_92,price_45.0,Piedmont,region_1_Barbaresco,region_2_nan,Nebbiolo,Ressia
531,US,Kristen's Cuvee,points_92,price_20.0,California,region_1_California,region_2_California Other,Viognier,Rock Wall
532,Italy,Sottocastello di Novello Riserva,points_92,price_50.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Piazzo Armando
533,France,,points_92,price_18.0,Bordeaux,region_1_Blaye Côtes de Bordeaux,region_2_nan,Bordeaux-style Red Blend,Château Marsau
534,Portugal,Vale de Mata,points_92,price_23.0,Lisboa,region_1_nan,region_2_nan,Portuguese Red,Herdade do Rocim
535,France,Mandelberg Grand Cru,points_92,price_nan,Alsace,region_1_Alsace,region_2_nan,Riesling,Jean Becker
536,US,Nielson Vineyard,points_92,price_32.0,California,region_1_Santa Maria Valley,region_2_Central Coast,Chardonnay,Byron
537,Chile,Edición Limitada B,points_92,price_30.0,Colchagua Valley,region_1_nan,region_2_nan,Bordeaux-style Red Blend,Caliterra
538,US,Collaboration Series,points_92,price_35.0,Washington,region_1_Red Mountain,region_2_Columbia Valley,Viognier,Force Majeure
539,US,Fort Ross Vineyard,points_92,price_44.0,California,region_1_Fort Ross-Seaview,region_2_Sonoma,Chardonnay,Fort Ross
540,US,Monarch Mine Vineyards,points_90,price_24.0,California,region_1_Sierra Foothills,region_2_Sierra Foothills,Cabernet Franc,Easton
541,US,,points_90,price_20.0,California,region_1_Amador County,region_2_Sierra Foothills,Zinfandel,Easton
542,Germany,Feinherb,points_90,price_22.0,Mosel,region_1_nan,region_2_nan,Riesling,Kirsten
543,France,Les Marconnets Premier Cru,points_90,price_50.0,Burgundy,region_1_Beaune,region_2_nan,Pinot Noir,Labouré-Roi
544,France,,points_90,price_45.0,Burgundy,region_1_Morey-Saint-Denis,region_2_nan,Pinot Noir,Labouré-Roi
545,US,Estate Vineyards,points_90,price_23.0,California,region_1_Central Coast,region_2_Central Coast,Pinot Noir,MacMurray Ranch
546,US,Sundawg Ridge Vineyard,points_90,price_49.0,California,region_1_Green Valley,region_2_Sonoma,Pinot Noir,MacPhail
547,Germany,Richter Estate,points_90,price_17.0,Mosel,region_1_nan,region_2_nan,Riesling,Max Ferd. Richter
548,US,,points_90,price_35.0,California,region_1_Lodi,region_2_Central Valley,Carignane,McCay Cellars
549,Italy,Laluci,points_90,price_nan,Sicily & Sardinia,region_1_Sicilia,region_2_nan,White Blend,Baglio del Cristo di Campobello
550,France,Bastion Premier Cru,points_90,price_59.0,Burgundy,region_1_Beaune,region_2_nan,Chardonnay,Chanson Père et Fils
551,France,Rosenberg,points_90,price_24.0,Alsace,region_1_Alsace,region_2_nan,Sylvaner,Domaine Barmès-Buecher
552,France,Clos de Jeu,points_90,price_nan,Burgundy,region_1_Marsannay,region_2_nan,Pinot Noir,Domaine Collotte
553,France,L'Aplomb,points_90,price_20.0,Alsace,region_1_Alsace,region_2_nan,White Blend,Domaine Rieflé-Landmann
554,France,Réserve,points_90,price_20.0,Alsace,region_1_Alsace,region_2_nan,Pinot Blanc,Domaine Weinbach
555,US,,points_90,price_18.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Pinot Gris,Elizabeth Chambers
556,Italy,Siccagno,points_90,price_nan,Sicily & Sardinia,region_1_Terre Siciliane,region_2_nan,Nero d'Avola,Occhipinti
557,US,Montecillo Vineyard,points_90,price_42.0,California,region_1_Sonoma Valley,region_2_Sonoma,Zinfandel,Ordaz Family Wines
558,Italy,Bianco Dry,points_90,price_22.0,Sicily & Sardinia,region_1_Noto,region_2_nan,Moscato,Planeta
559,Greece,,points_90,price_20.0,Santorini,region_1_nan,region_2_nan,Assyrtiko,Santo Wines
560,US,Guadalupe Vineyard,points_90,price_48.0,Oregon,region_1_Dundee Hills,region_2_Willamette Valley,Pinot Noir,Soléna
561,US,,points_90,price_30.0,California,region_1_Napa Valley,region_2_Napa,Chardonnay,Stags' Leap Winery
562,Italy,Belsito,points_90,price_nan,Sicily & Sardinia,region_1_Vittoria,region_2_nan,Frappato,Terre di Giurfo
563,US,,points_90,price_40.0,California,region_1_Red Hills Lake County,region_2_Mendocino/Lake Counties,Cabernet Sauvignon,Boatique
564,Spain,Fincas de la Villa Reserva,points_90,price_20.0,Northern Spain,region_1_Rioja,region_2_nan,Tempranillo,Bodegas Muriel
565,Spain,Crianza,points_90,price_17.0,Northern Spain,region_1_Rioja,region_2_nan,Tempranillo Blend,Burgo Viejo
566,US,Made with Organically Grown Grapes,points_90,price_22.0,California,region_1_Sierra Foothills,region_2_Sierra Foothills,Merlot,Chacewater
567,Germany,Bernkasteler Badstube Kabinett,points_90,price_31.0,Mosel,region_1_nan,region_2_nan,Riesling,Dr. H. Thanisch (Erben Thanisch)
568,US,,points_90,price_15.0,California,region_1_California,region_2_California Other,Cabernet Sauvignon,Hahn
569,US,,points_90,price_15.0,California,region_1_North Coast,region_2_North Coast,Cabernet Sauvignon,Lyeth
570,US,Sunny View,points_94,price_62.0,California,region_1_Russian River Valley,region_2_Sonoma,Pinot Noir,The Calling
571,US,Wichmann Dundee Estate,points_94,price_49.0,Oregon,region_1_Dundee Hills,region_2_Willamette Valley,Pinot Noir,Trisaetum
572,France,Château Bouscassé,points_94,price_25.0,Southwest France,region_1_Madiran,region_2_nan,Red Blend,Vignobles Brumont
573,US,Reserve,points_94,price_95.0,California,region_1_Rutherford,region_2_Napa,Cabernet Sauvignon,Frank Family
574,US,Haynes Old Block,points_94,price_55.0,California,region_1_Coombsville,region_2_Napa,Chardonnay,Ancien
575,US,,points_94,price_48.0,California,region_1_Sta. Rita Hills,region_2_Central Coast,Chardonnay,Barden
576,Italy,,points_94,price_35.0,Northeastern Italy,region_1_Collio,region_2_nan,Friulano,Borgo del Tiglio
577,France,Dou Barringuet,points_94,price_40.0,Southwest France,region_1_Madiran,region_2_nan,Tannat-Cabernet,Château de Gayon
578,US,Cuvée Sandre,points_94,price_68.0,California,region_1_Sta. Rita Hills,region_2_Central Coast,Pinot Noir,Demetria
579,US,Two Barns Vineyard,points_94,price_90.0,Oregon,region_1_Dundee Hills,region_2_Willamette Valley,Pinot Noir,Domaine Serene
580,France,Seigneur de Grézette,points_93,price_25.0,Southwest France,region_1_Cahors,region_2_nan,Malbec-Merlot,Château Lagrézette
581,US,Rogers Creek,points_93,price_60.0,California,region_1_Sonoma Coast,region_2_Sonoma,Pinot Noir,Cherry Pie
582,Austria,,points_93,price_21.0,Thermenregion,region_1_nan,region_2_nan,St. Laurent,Johanneshof Reinisch
583,US,,points_93,price_125.0,Washington,region_1_Washington,region_2_Washington Other,Bordeaux-style Red Blend,21 Grams
584,US,Oliver's Vineyard,points_93,price_85.0,California,region_1_Alexander Valley,region_2_Sonoma,Cabernet Sauvignon,Aperture
585,US,Ocean's Ghost Babcock Vineyard,points_93,price_60.0,California,region_1_Sta. Rita Hills,region_2_Central Coast,Pinot Noir,Babcock
586,Spain,Reserva Edición Especial Sergio Hernández,points_93,price_64.0,Northern Spain,region_1_Ribera del Duero,region_2_nan,Tempranillo,Lleiroso
587,Austria,,points_93,price_19.0,Burgenland,region_1_nan,region_2_nan,Blauburgunder,Meinklang
588,Austria,,points_93,price_25.0,Carnuntum,region_1_nan,region_2_nan,Blaufränkisch,Muhr-Van der Niepoort
589,US,Bien Nacido Vineyard,points_93,price_55.0,California,region_1_Santa Maria Valley,region_2_Central Coast,Syrah,Nicora
590,US,,points_93,price_58.0,California,region_1_Russian River Valley,region_2_Sonoma,Chardonnay,Parallel
591,US,Medici Vineyard,points_93,price_48.0,Oregon,region_1_Chehalem Mountains,region_2_Willamette Valley,Pinot Noir,Patricia Green Cellars
592,US,Story Vineyard,points_93,price_40.0,California,region_1_Amador County,region_2_Sierra Foothills,Zinfandel,Renwood
593,US,Santa Catalina Island Vineyards,points_93,price_60.0,California,region_1_California,region_2_California Other,Chardonnay,Rusack
594,US,Hughes,points_93,price_120.0,California,region_1_Howell Mountain,region_2_Napa,Cabernet Sauvignon,Sbragia
595,Austria,The Butcher,points_93,price_nan,Burgenland,region_1_nan,region_2_nan,Pinot Noir,Schwarz Wein
596,US,A Ken Forrester Wine Farrow Ranch,points_93,price_100.0,California,region_1_Alexander Valley,region_2_Sonoma,Cabernet Sauvignon,The Bridge
597,US,Scottsdale Vineyard,points_93,price_34.0,California,region_1_Lodi,region_2_Central Valley,Zinfandel,Harney Lane
598,Spain,Reserva,points_93,price_91.0,Northern Spain,region_1_Ribera del Duero,region_2_nan,Red Blend,Pago de Carraovejas
599,France,,points_93,price_36.0,Provence,region_1_Bandol,region_2_nan,Provence red blend,Domaine de la Bégude
600,US,Hendry Vineyard,points_91,price_40.0,California,region_1_Napa Valley,region_2_Napa,Zinfandel,Rock Wall
601,US,,points_91,price_20.0,Oregon,region_1_Dundee Hills,region_2_Willamette Valley,Chardonnay,Thistle
602,US,,points_91,price_55.0,California,region_1_Napa Valley,region_2_Napa,Cabernet Sauvignon,Vitesse
603,Portugal,Lua Cheia em Vinhas Velhas Reserva,points_91,price_19.0,Douro,region_1_nan,region_2_nan,Portuguese White,Wines & Winemakers
604,Italy,Punggl,points_91,price_26.0,Northeastern Italy,region_1_Alto Adige,region_2_nan,Pinot Grigio,Nals Margreid
605,US,Bald Mountain Vineyard,points_91,price_45.0,California,region_1_Ben Lomond Mountain,region_2_Central Coast,Pinot Noir,Beauregard
606,Germany,Hochheimer Domdechaney Trocken,points_91,price_36.0,Rheingau,region_1_nan,region_2_nan,Riesling,Domdechant Werner
607,Germany,Ayler Kupp Kabinett,points_91,price_23.0,Mosel,region_1_nan,region_2_nan,Riesling,Bischöfliche Weingüter Trier
608,Germany,Medium Dry Kabinett,points_91,price_25.0,Rheingau,region_1_nan,region_2_nan,Riesling,Schloss Vollrads
609,Germany,Löhrer Berg Spätlese,points_91,price_21.0,Nahe,region_1_nan,region_2_nan,Scheurebe,Bürgermeister Willi Schweinhardt
610,Germany,Ürziger Würzgarten Spätlese,points_91,price_28.0,Mosel,region_1_nan,region_2_nan,Riesling,C.H. Berres
611,Italy,Manna,points_91,price_41.0,Northeastern Italy,region_1_Vigneti delle Dolomiti,region_2_nan,White Blend,Franz Haas
612,US,Oregon Hawks View Vineyard,points_91,price_26.0,Oregon,region_1_Chehalem Mountains,region_2_Willamette Valley,Pinot Gris,Hawks View
613,Portugal,Olho de Mocho Reserva,points_91,price_nan,Alentejano,region_1_nan,region_2_nan,Portuguese Red,Herdade do Rocim
614,US,Estate Grown,points_91,price_28.0,California,region_1_Russian River Valley,region_2_Sonoma,Chardonnay,J Vineyards & Winery
615,France,,points_91,price_nan,Burgundy,region_1_Corton,region_2_nan,Pinot Noir,L. Tramier & Fils
616,US,Lorenzo Vineyard,points_91,price_38.0,California,region_1_Russian River Valley,region_2_Sonoma,Chardonnay,La Follette
617,US,Jillian's Blend,points_91,price_44.0,California,region_1_Napa Valley,region_2_Napa,Red Blend,Laird
618,US,Rodgers Creek Vineyard,points_91,price_45.0,California,region_1_Sonoma Coast,region_2_Sonoma,Pinot Noir,Les Voleurs
619,Germany,Bernkasteler Badstube Spätlese,points_91,price_25.0,Mosel,region_1_nan,region_2_nan,Riesling,Dr. Heidemanns-Bergweiler
620,Germany,Graacher Himmelreich Auslese,points_91,price_38.0,Mosel,region_1_nan,region_2_nan,Riesling,Dr. Heidemanns-Bergweiler
621,Germany,Bernkasteler Lay Kabinett,points_91,price_22.0,Mosel,region_1_nan,region_2_nan,Riesling,Dr. Loosen
622,Germany,Bernkasteler alte Badstube am Doctorberg Kabinett,points_91,price_26.0,Mosel,region_1_nan,region_2_nan,Riesling,Dr. Pauly Bergweiler
623,Germany,Scharzhofberger Kabinett,points_91,price_23.0,Mosel,region_1_nan,region_2_nan,Riesling,Bischöfliche Weingüter Trier
624,Germany,Trittenheimer Apotheke Auslese,points_91,price_23.0,Mosel,region_1_nan,region_2_nan,Riesling,Bollig-Lehnert
625,US,Griva Vineyard Late Harvest,points_91,price_50.0,California,region_1_Arroyo Seco,region_2_Central Coast,Sauvignon Blanc,Bernardus
626,Italy,Lahn,points_91,price_21.0,Northeastern Italy,region_1_Alto Adige,region_2_nan,Sauvignon,Cantina Produttori San Michele Appiano
627,France,,points_91,price_25.0,Bordeaux,region_1_Haut-Médoc,region_2_nan,Bordeaux-style Red Blend,Château Devise d'Ardilley
628,Portugal,Cabriz Reserva,points_91,price_16.0,Dão,region_1_nan,region_2_nan,Portuguese Red,Dão Sul
629,France,Les Monts de Boncourt,points_91,price_60.0,Burgundy,region_1_Côtes de Nuits Villages,region_2_nan,Chardonnay,Domaine de Bellene
630,US,,points_90,price_38.0,California,region_1_Napa Valley,region_2_Napa,Cabernet Sauvignon,Louis M. Martini
631,Australia,The Dagger,points_90,price_20.0,South Australia,region_1_Adelaide Hills,region_2_nan,Pinot Noir,Riposte
632,Italy,Cannubi Boschis,points_90,price_75.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Virna Borgogno
633,Portugal,Casa Velha Colheita Seleccionada,points_90,price_33.0,Douro,region_1_nan,region_2_nan,Portuguese Red,Adega de Favaios
634,Italy,del Comune di Serralunga d'Alba,points_90,price_75.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Alessandro Rivetto
635,US,Soul Shaker Cass Vineyard,points_90,price_64.0,California,region_1_Paso Robles,region_2_Central Coast,Bordeaux-style Red Blend,Ascension Cellars
636,US,Estate Grown,points_90,price_18.0,California,region_1_Russian River Valley,region_2_Sonoma,Gewürztraminer,Balletto
637,Italy,Sottocastello di Novello,points_90,price_75.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Ca' Viola
638,Italy,,points_90,price_30.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Cantina del Nebbiolo
639,Italy,Bricco Rocca,points_90,price_42.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Cascina Ballarin
640,Italy,Sil Nizza,points_90,price_18.0,Piedmont,region_1_Barbera d'Asti Superiore,region_2_nan,Barbera,Cascina Liuzzi
641,Spain,Sin Palabras Castrovaldés,points_90,price_20.0,Galicia,region_1_Rías Baixas,region_2_nan,Albariño,Castro Brey
642,US,Estate Grown,points_90,price_40.0,California,region_1_Edna Valley,region_2_Central Coast,Pinot Noir,Chamisal Vineyards
643,France,Prieuré de Cénac,points_90,price_25.0,Southwest France,region_1_Cahors,region_2_nan,Malbec,Château Saint-Didier-Parnac
644,Portugal,Contraste Branco,points_90,price_19.0,Douro,region_1_nan,region_2_nan,Portuguese White,Conceito Vinhos
645,US,Estate,points_90,price_18.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Gewürztraminer,David Hill
646,US,Cuvée Luke Saralee's Vineyard,points_90,price_30.0,California,region_1_Russian River Valley,region_2_Sonoma,Rhône-style White Blend,Davis Family
647,France,La Croix d'Argon,points_90,price_13.0,Southwest France,region_1_Côtes de Gascogne,region_2_nan,Red Blend,Domaine d'Arton
648,France,Vaillons Premier Cru,points_90,price_45.0,Burgundy,region_1_Chablis,region_2_nan,Chardonnay,Domaine Gérard Duplessis
649,Germany,Graacher Himmelreich Spätlese,points_90,price_30.0,Mosel,region_1_nan,region_2_nan,Riesling,Dr. Heidemanns-Bergweiler
650,US,Laki's Vineyard Estate,points_90,price_111.0,California,region_1_Oak Knoll District,region_2_Napa,Cabernet Sauvignon,Eleven Eleven
651,Italy,Bricco dei Merli,points_90,price_35.0,Piedmont,region_1_Barbera d'Alba,region_2_nan,Barbera,Elvio Cogno
652,US,Estate,points_90,price_32.0,Oregon,region_1_Rogue Valley,region_2_Southern Oregon,Tempranillo,Folin Cellars
653,Italy,Marasco,points_90,price_88.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Franco M. Martinetti
654,US,Backbone,points_90,price_57.0,Oregon,region_1_Oregon,region_2_Oregon Other,Pinot Noir,King Estate
655,US,Campbell McKinney Vineyard,points_90,price_34.0,California,region_1_Russian River Valley,region_2_Sonoma,Grenache,Kobler
656,US,Truffle Hill,points_90,price_24.0,Oregon,region_1_Willamette Valley,region_2_Willamette Valley,Chardonnay,Left Coast Cellars
657,Italy,Fraschin,points_90,price_45.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Manzone Fratelli
658,Italy,Pressenda,points_90,price_74.0,Piedmont,region_1_Barolo,region_2_nan,Nebbiolo,Marziano Abbona
659,Italy,Roche d'Ampsej,points_90,price_nan,Piedmont,region_1_Roero,region_2_nan,Nebbiolo,Matteo Correggia
660,Australia,Applejack Vineyard,points_88,price_42.0,Victoria,region_1_Yarra Valley,region_2_nan,Pinot Noir,Giant Steps
661,France,,points_88,price_27.0,Loire Valley,region_1_Sancerre,region_2_nan,Sauvignon Blanc,Domaine Gérard Fiou
662,Argentina,Grande Reserve,points_88,price_25.0,Mendoza Province,region_1_Tupungato,region_2_nan,Malbec,Domaine Jean Bousquet
